"Ecatalogue_orderno","Ecatalogue_orderDate","Customer_Code","Shipping_point","line_no","Item_Code","Item_Variant","Quantity","Remarks"
"EC/2020/21IWOE9AS7CBNGV5PYUTG86HMDXFRLKQ4Z3","2020-09-20 06:33:38.404004","2","","1","1306100","AMI","1",""
