"Ecatalogue_orderno","Ecatalogue_orderDate","Customer_Code","Shipping_point","line_no","Item_Code","Item_Variant","Quantity","Remarks"
"EC/2020/OR1108251","2020-10-11 09:00:33.620477","2","","1","1275100","AMI","1",""
