S.NO.,CODE,Noman,PART NUMBER,PARTICULAR,SECTION,C.H. Ø (mm) & POSITION,S.H DETAIL (mm),Sub-Cateogry,Brand,SPECIAL Category,POSITION,Type,Leaf Type Code,Vehicle Maker,vehicle code,Sub_seg_desc,Sub_seg_code,Lens in inches,DBP ,MRP,ML - DBP(Rs),Length (Inches),Image,2P - DBP(Rs),Length (Inches),Image,3 - DBP(Rs),Length (Inches),Image,4 - DBP(Rs),Length (Inches),Image,5 - DBP(Rs),Length (Inches),Image,6 - DBP(Rs),Length (Inches),Image,7 - DBP(Rs),Length (Inches),Image,8 - DBP(Rs),Length (Inches),Image,9 - DBP(Rs),Length (Inches),Image,10 - DBP(Rs),Length (Inches),Image,11 - DBP(Rs),Length (Inches),Image,12 - DBP(Rs),Length (Inches),Image,13 - DBP(Rs),Length (Inches),Image,14 - DBP(Rs),Length (Inches),Image,AA - DBP(Rs),Length (Inches),Image,AB - DBP(Rs),Length (Inches),Image,3A - DBP(Rs),Length (Inches),Image,4A - DBP(Rs),Length (Inches),Image,L1W - DBP(Rs),Length (Inches),Image,L2W - DBP(Rs),Length (Inches),Image,ASSY - DBP(Rs),,,15/L,Length (Inches),Image,16/L,Length (Inches),Image,17/L,Length (Inches),Image,18/L,Length (Inches),Image,19/L,Length (Inches),Image,2/L,Length (Inches),Image,20/L,Length (Inches),Image,HELPER SPL,Length (Inches),Image,PP,Length (Inches),Image,SPL LEAF,Length (Inches),Image
42,006206,0062,2640 3240 0118, 608 TRUCK (RR),70X11,12.5   CENTRE,"4/L, 6/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,6/L,5,TATA,24,LCV,3,32.09,550,830,0,0,,0,0,,0,0,,0,0,,0,0,,550,32.08661417,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
43,006207,0062,2640 3240 0118, 608 TRUCK (RR),70X11,12.5   CENTRE,"4/L, 6/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,7/L,5,TATA,24,LCV,3,23.11,390,590,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,390,23.11023622,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
44,006208,0062,2640 3240 0118, 608 TRUCK (RR),70X11,12.5   CENTRE,"4/L, 6/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,8/L,5,TATA,24,LCV,3,14.09,230,350,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,230,14.09448819,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
45,006231,0062,2640 3240 0118, 608 TRUCK (RR),70X11,12.5   CENTRE,"4/L, 6/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,AUX A,3,TATA,24,LCV,3,59.69,1070,1620,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1070,59.68503937,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
46,006232,0062,2640 3240 0118, 608 TRUCK (RR),70X11,12.5   CENTRE,"4/L, 6/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,AUX B,3,TATA,24,LCV,3,54.88,950,1440,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,950,54.88188976,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
47,006300,0063,2640 3240 0118, 608 TRUCK (H),0X0,12.5   CENTRE,H-3/L  BOTH SIDE Ø 10.5,TATA,TATA,,3,ASSY.,2,TATA,24,LCV,3,0.00,2720,4120,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2720,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
48,006301,0063,2640 3240 0118, 608 TRUCK (H),70X11,12.5   CENTRE,H-3/L  BOTH SIDE Ø 10.5,TATA,TATA,,3,M/L,5,TATA,24,LCV,3,43.50,730,1110,730,43.50393701,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
49,006302,0063,2640 3240 0118, 608 TRUCK (H),70X11,12.5   CENTRE,H-3/L  BOTH SIDE Ø 10.5,TATA,TATA,,3,2/L,5,TATA,24,LCV,3,43.50,750,1140,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,750,43.50393701,,0,0,,0,0,,0,0,,0,0,
50,006303,0063,2640 3240 0118, 608 TRUCK (H),70X11,12.5   CENTRE,H-3/L  BOTH SIDE Ø 10.5,TATA,TATA,,3,3/L,5,TATA,24,LCV,3,30.71,520,790,0,0,,0,0,,520,30.70866142,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
51,006304,0063,2640 3240 0118, 608 TRUCK (H),70X11,12.5   CENTRE,H-3/L  BOTH SIDE Ø 10.5,TATA,TATA,,3,4/L,5,TATA,24,LCV,3,22.05,370,560,0,0,,0,0,,0,0,,370,22.04724409,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
52,006305,0063,2640 3240 0118, 608 TRUCK (H),70X11,12.5   CENTRE,H-3/L  BOTH SIDE Ø 10.5,TATA,TATA,,3,5/L,5,TATA,24,LCV,3,13.39,230,350,0,0,,0,0,,0,0,,0,0,,230,13.38582677,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
53,006331,0063,2640 3240 0118, 608 TRUCK (H),70X11,12.5   CENTRE,H-3/L  BOTH SIDE Ø 10.5,TATA,TATA,,3,AUX A,3,TATA,24,LCV,3,39.37,670,1020,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,670,39.37007874,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
54,006332,0063,2640 3240 0118, 608 TRUCK (H),70X11,12.5   CENTRE,H-3/L  BOTH SIDE Ø 10.5,TATA,TATA,,3,AUX B,3,TATA,24,LCV,3,35.04,590,890,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,590,35.03937008,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
55,007101,0071,,TATA 407(4X4) FRONT M/L AMI,70X10,0,0,TATA,TATA,,1,M/L,5,TATA,24,LCV,3,0.00,1020,1550,1020,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
56,007102,0071,,TATA 407(4X4) FRONT 2/L AMI,70X10,0,0,TATA,TATA,,1,2/L,5,TATA,24,LCV,3,0.00,970,1470,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,970,0,,0,0,,0,0,,0,0,,0,0,
57,013100,0131,,TATA LCV BUS-407 (F) ASSY AMI,0X0,0,0,TATA,TATA,,1,ASSY.,2,TATA,24,LCV,3,0.00,3280,4970,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3280,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
58,013101,0131,,TATA LCV BUS-407 (F) M/L AMI,70X8,0,0,TATA,TATA,,1,M/L,5,TATA,24,LCV,3,56.30,720,1090,720,56.2992126,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
59,013102,0131,,TATA LCV BUS-407 (F) 2/L AMI,70X7,0,0,TATA,TATA,,1,2/L,5,TATA,24,LCV,3,54.65,670,1020,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,670,54.64566929,,0,0,,0,0,,0,0,,0,0,
60,013103,0131,,TATA LCV BUS-407 (F) 3/L AMI,70X7,0,0,TATA,TATA,,1,3/L,5,TATA,24,LCV,3,40.75,450,680,0,0,,0,0,,450,40.7480315,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
61,013104,0131,,TATA LCV BUS-407 (F) 4/L AMI,70X7,0,0,TATA,TATA,,1,4/L,5,TATA,24,LCV,3,33.39,370,560,0,0,,0,0,,0,0,,370,33.38582677,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
62,013105,0131,,TATA LCV BUS-407 (F) 5/L AMI,70X7,0,0,TATA,TATA,,1,5/L,5,TATA,24,LCV,3,25.98,320,480,0,0,,0,0,,0,0,,0,0,,320,25.98425197,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
63,013106,0131,,TATA LCV BUS-407 (F) 6/L AMI,70X7,0,0,TATA,TATA,,1,6/L,5,TATA,24,LCV,3,18.66,190,290,0,0,,0,0,,0,0,,0,0,,0,0,,190,18.66141732,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
64,013107,0131,,TATA LCV BUS-407 (F) 7/L AMI,70X7,0,0,TATA,TATA,,1,7/L,5,TATA,24,LCV,3,11.30,140,210,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,140,11.2992126,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
65,013108,0131,,TATA LCV BUS-407 (F) 8/L AMI,0X0,0,0,TATA,TATA,,1,8/L,5,TATA,24,LCV,3,0.00,40,60,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,40,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
66,013109,0131,,TATA LCV BUS-407 (F) 9/L AMI,0X0,0,0,TATA,TATA,,1,9/L,5,TATA,24,LCV,3,0.00,40,60,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,40,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
67,013131,0131,,TATA LCV BUS-407 (F) AUX-A AMI,70X7,0,0,TATA,TATA,,1,AUX A,3,TATA,24,LCV,3,48.43,590,890,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,590,48.42519685,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
68,013132,0131,,TATA LCV BUS-407 (F) AUX-B AMI,70X7,0,0,TATA,TATA,,1,AUX B,3,TATA,24,LCV,3,44.69,520,790,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,520,44.68503937,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
69,013200,0132,2651 3240 0152, LCV BUS (RR),0X0,10.5   CENTRE,"6/L, 11/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,ASSY.,2,TATA,24,LCV,3,0.00,6430,9740,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,6430,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
70,013201,0132,2651 3240 0152, LCV BUS (RR),70X7,10.5   CENTRE,"6/L, 11/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,M/L,5,TATA,24,LCV,3,62.01,680,1030,680,62.00787402,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
71,013202,0132,2651 3240 0152, LCV BUS (RR),70X7,10.5   CENTRE,"6/L, 11/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,2/L,5,TATA,24,LCV,3,60.24,660,1000,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,660,60.23622047,,0,0,,0,0,,0,0,,0,0,
72,013203,0132,2651 3240 0152, LCV BUS (RR),70X7,10.5   CENTRE,"6/L, 11/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,3/L,5,TATA,24,LCV,3,54.25,600,910,0,0,,0,0,,600,54.2519685,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
73,013204,0132,2651 3240 0152, LCV BUS (RR),70X7,10.5   CENTRE,"6/L, 11/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,4/L,5,TATA,24,LCV,3,47.36,530,800,0,0,,0,0,,0,0,,530,47.36220472,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
74,013205,0132,2651 3240 0152, LCV BUS (RR),70X7,10.5   CENTRE,"6/L, 11/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,5/L,5,TATA,24,LCV,3,44.06,540,820,0,0,,0,0,,0,0,,0,0,,540,44.05511811,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
75,013206,0132,2651 3240 0152, LCV BUS (RR),70X7,10.5   CENTRE,"6/L, 11/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,6/L,5,TATA,24,LCV,3,42.72,520,790,0,0,,0,0,,0,0,,0,0,,0,0,,520,42.71653543,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
76,013207,0132,2651 3240 0152, LCV BUS (RR),70X7,10.5   CENTRE,"6/L, 11/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,7/L,5,TATA,24,LCV,3,37.44,450,680,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,450,37.44094488,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
77,013208,0132,2651 3240 0152, LCV BUS (RR),70X7,10.5   CENTRE,"6/L, 11/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,8/L,5,TATA,24,LCV,3,34.13,410,620,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,410,34.13385827,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
78,013209,0132,2651 3240 0152, LCV BUS (RR),70X7,10.5   CENTRE,"6/L, 11/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,9/L,5,TATA,24,LCV,3,30.83,380,580,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,380,30.82677165,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
79,013210,0132,2651 3240 0152, LCV BUS (RR),70X7,10.5   CENTRE,"6/L, 11/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,10/L,5,TATA,24,LCV,3,27.52,340,520,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,340,27.51968504,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
80,013211,0132,2651 3240 0152, LCV BUS (RR),70X17,10.5   CENTRE,"6/L, 11/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,11/L,5,TATA,24,LCV,3,21.93,640,970,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,640,21.92913386,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
81,013231,0132,2651 3240 0152, LCV BUS (RR),70X7,10.5   CENTRE,"6/L, 11/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,AUX A,3,TATA,24,LCV,3,54.25,590,890,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,590,54.2519685,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
82,013232,0132,2651 3240 0152, LCV BUS (RR),70X7,10.5   CENTRE,"6/L, 11/L  BOTH SIDE Ø 10.5",TATA,TATA,,2,AUX B,3,TATA,24,LCV,3,50.79,560,850,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,560,50.78740157,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
83,014100,0141,2651 3210 0130, LCV 407 (T) / (B) (FR) (WITH BUSH) ,70X8,10.5   CENTRE,"4/L, 6/L  BOTH SIDE Ø 10.5",TATA,TATA,,1,ASSY.,2,TATA,24,LCV,3,0.00,3920,5940,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3920,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
84,014101,0141,2651 3210 0130, LCV 407 (T) / (B) (FR) (WITH BUSH) ,70X8,10.5   CENTRE,"4/L, 6/L  BOTH SIDE Ø 10.5",TATA,TATA,,1,M/L,5,TATA,24,LCV,3,56.46,730,1110,730,56.45669291,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
85,0141011,0141,2651 3210 0130, LCV 407 (T) / (B) (FR) (WITH BUSH) ,70X8,10.5   CENTRE,"4/L, 6/L  BOTH SIDE Ø 10.5",TATA,TATA,,1,11/L,5,TATA,24,LCV,3,56.46,840,1270,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,840,56.45669291,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
86,014101S,0141S,2651 3210 0130, LCV 407 (T) / (B) (FR) (WITH BUSH) ,70X13,10.5   CENTRE,"4/L, 6/L  BOTH SIDE Ø 10.5",TATA,TATA,,1,M/L,5,TATA,24,HCV & MCV,5,56.46,1220,1850,1220,56.45669291,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
87,014101W,0141,2651 3210 0130, LCV 407 (T) / (B) (FR) (WITH BUSH) ,70X8,10.5   CENTRE,"4/L, 6/L  BOTH SIDE Ø 10.5",TATA,TATA,,1,M/L,5,TATA,24,LCV,3,56.46,720,1090,720,56.45669291,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
88,014102,0141,2651 3210 0130, LCV 407 (T) / (B) (FR) (WITH BUSH) ,70X7,10.5   CENTRE,"4/L, 6/L  BOTH SIDE Ø 10.5",TATA,TATA,,1,2/L,5,TATA,24,LCV,3,54.65,670,1020,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,670,54.64566929,,0,0,,0,0,,0,0,,0,0,
89,014102PS,0141S,2651 3210 0130, LCV 407 (T) / (B) (FR) (WITH BUSH) ,70X13,10.5   CENTRE,"4/L, 6/L  BOTH SIDE Ø 10.5",TATA,TATA,,1,2/L,5,TATA,24,HCV & MCV,5,51.73,1130,1710,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,1130,51.73228346,,0,0,,0,0,,0,0,,0,0,
90,014103,0141,2651 3210 0130, LCV 407 (T) / (B) (FR) (WITH BUSH) ,70X7,10.5   CENTRE,"4/L, 6/L  BOTH SIDE Ø 10.5",TATA,TATA,,1,3/L,5,TATA,24,LCV,3,42.72,520,790,0,0,,0,0,,520,42.71653543,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
91,014104,0141,2651 3210 0130, LCV 407 (T) / (B) (FR) (WITH BUSH) ,70X7,10.5   CENTRE,"4/L, 6/L  BOTH SIDE Ø 10.5",TATA,TATA,,1,4/L,5,TATA,24,LCV,3,37.01,500,760,0,0,,0,0,,0,0,,500,37.00787402,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
92,014105,0141,2651 3210 0130, LCV 407 (T) / (B) (FR) (WITH BUSH) ,70X7,10.5   CENTRE,"4/L, 6/L  BOTH SIDE Ø 10.5",TATA,TATA,,1,5/L,5,TATA,24,LCV,3,31.50,420,640,0,0,,0,0,,0,0,,0,0,,420,31.49606299,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
