name,item_code,variant,item_description,category,subcategory,segment,subsegment,leaftype,leaftype,leaf_desc,leafposition,vehicle,vechiclemodel,drawing_refno,mrp1,mrp2,mrp3,mrp4,mrp5,dbp1,dbp2,dbp3,dbp4,dbp5,status,priority,substitute,weight,length,section,ch_detail,sh_detail,item_weight,suitableFor,image
AL VIKING E+3 BS6 Front SPRING -AUXILLIARY-B AMI,1224132,AMI,AL VIKING E+3 BS6 Front SPRING -AUXILLIARY-B AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX B,Front,ASHOK LEYLAND,VIKING,MBP321006,2150,1580,0,0,0,2150,1580,0,0,0,1,3,,11.91,59.45,,,,,,
AL VIKING E+3 BS6 Front SPRING -ASSEMBLY AMI,1225100,AMI,AL VIKING E+3 BS6 Front SPRING -ASSEMBLY AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,ASSEMBLY,LOOSE LEAF,ASSY.,Front,ASHOK LEYLAND,VIKING,MBP321007,20380,14930,0,0,0,20380,14930,0,0,0,1,3,,102.95,0,,,,,,
AL VIKING E+3 BS6 Front SPRING -M/L AMI,1225101,AMI,AL VIKING E+3 BS6 Front SPRING -M/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Front,ASHOK LEYLAND,VIKING,MBP321007,3500,2560,0,0,0,3500,2560,0,0,0,1,3,,15.74,74.41,,,,,,
AL VIKING E+3 BS6 Front SPRING -3/L AMI,1225103,AMI,AL VIKING E+3 BS6 Front SPRING -3/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,3/L,Front,ASHOK LEYLAND,VIKING,MBP321007,2090,1530,0,0,0,2090,1530,0,0,0,1,3,,11.66,55.12,,,,,,
AL VIKING E+3 BS6 Front SPRING -4/L AMI,1225104,AMI,AL VIKING E+3 BS6 Front SPRING -4/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,4/L,Front,ASHOK LEYLAND,VIKING,MBP321007,2050,1500,0,0,0,2050,1500,0,0,0,1,3,,10.72,50.71,,,,,,
AL VIKING E+3 BS6 Front SPRING -5/L AMI,1225105,AMI,AL VIKING E+3 BS6 Front SPRING -5/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,5/L,Front,ASHOK LEYLAND,VIKING,MBP321007,1860,1370,0,0,0,1860,1370,0,0,0,1,3,,9.78,46.26,,,,,,
AL VIKING E+3 BS6 Front SPRING -6/L AMI,1225106,AMI,AL VIKING E+3 BS6 Front SPRING -6/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,6/L,Front,ASHOK LEYLAND,VIKING,MBP321007,1680,1230,0,0,0,1680,1230,0,0,0,1,3,,8.78,41.54,,,,,,
AL VIKING E+3 BS6 Front SPRING -7/L AMI,1225107,AMI,AL VIKING E+3 BS6 Front SPRING -7/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,7/L,Front,ASHOK LEYLAND,VIKING,MBP321007,1470,1080,0,0,0,1470,1080,0,0,0,1,3,,7.66,36.22,,,,,,
AL VIKING E+3 BS6 Front SPRING -8/L AMI,1225108,AMI,AL VIKING E+3 BS6 Front SPRING -8/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,8/L,Front,ASHOK LEYLAND,VIKING,MBP321007,1240,910,0,0,0,1240,910,0,0,0,1,3,,6.49,30.71,,,,,,
AL VIKING E+3 BS6 Front SPRING -9/L AMI,1225109,AMI,AL VIKING E+3 BS6 Front SPRING -9/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,9/L,Front,ASHOK LEYLAND,VIKING,MBP321007,1110,810,0,0,0,1110,810,0,0,0,1,3,,5.24,24.8,,,,,,
AL VIKING E+3 BS6 Front SPRING -10/L AMI,1225110,AMI,AL VIKING E+3 BS6 Front SPRING -10/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,10/L,Front,ASHOK LEYLAND,VIKING,MBP321007,740,540,0,0,0,740,540,0,0,0,1,3,,3.52,18.43,,,,,,
AL VIKING E+3 BS6 Front SPRING -11/L AMI,1225111,AMI,AL VIKING E+3 BS6 Front SPRING -11/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,11/L,Front,ASHOK LEYLAND,VIKING,MBP321007,550,400,0,0,0,550,400,0,0,0,1,3,,2.63,13.78,,,,,,
AL VIKING E+3 BS6 Front SPRING -BOTTOM PACKING PLATE-1 AMI,1225112,AMI,AL VIKING E+3 BS6 Front SPRING -BOTTOM PACKING PLATE-1 AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,12/L,Front,ASHOK LEYLAND,VIKING,MBP321007,330,240,0,0,0,330,240,0,0,0,1,3,,1.58,8.27,,,,,,
AL VIKING E+3 BS6 Front SPRING -AUXILLIARY-A AMI,1225131,AMI,AL VIKING E+3 BS6 Front SPRING -AUXILLIARY-A AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX A,Front,ASHOK LEYLAND,VIKING,MBP321007,2440,1790,0,0,0,2440,1790,0,0,0,1,3,,13.49,63.78,,,,,,
AL VIKING E+3 BS6 Front SPRING -AUXILLIARY-B AMI,1225132,AMI,AL VIKING E+3 BS6 Front SPRING -AUXILLIARY-B AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX B,Front,ASHOK LEYLAND,VIKING,MBP321007,2270,1670,0,0,0,2270,1670,0,0,0,1,3,,12.57,59.45,,,,,,
AL 4.2T LYNX BS6 Front SPRING -ASSEMBLY AMI,1226100,AMI,AL 4.2T LYNX BS6 Front SPRING -ASSEMBLY AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,ASSEMBLY,LOOSE LEAF,ASSY.,Front,ASHOK LEYLAND,OTHERS,MB321021,14010,10270,0,0,0,14010,10270,0,0,0,1,3,,66.32,0,,,,,,
AL 4.2T LYNX BS6 Front SPRING -M/L AMI,1226101,AMI,AL 4.2T LYNX BS6 Front SPRING -M/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,M/L,Front,ASHOK LEYLAND,OTHERS,MB321021,2730,2000,0,0,0,2730,2000,0,0,0,1,3,,10.67,67.32,,,,,,
AL 4.2T LYNX BS6 Front SPRING -3/L AMI,1226103,AMI,AL 4.2T LYNX BS6 Front SPRING -3/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,3/L,Front,ASHOK LEYLAND,OTHERS,MB321021,1740,1280,0,0,0,1740,1280,0,0,0,1,3,,9.1,57.4,,,,,,
AL 4.2T LYNX BS6 Front SPRING -4/L AMI,1226104,AMI,AL 4.2T LYNX BS6 Front SPRING -4/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,4/L,Front,ASHOK LEYLAND,OTHERS,MB321021,1500,1100,0,0,0,1500,1100,0,0,0,1,3,,7.83,49.41,,,,,,
AL 4.2T LYNX BS6 Front SPRING -5/L AMI,1226105,AMI,AL 4.2T LYNX BS6 Front SPRING -5/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,5/L,Front,ASHOK LEYLAND,OTHERS,MB321021,1260,920,0,0,0,1260,920,0,0,0,1,3,,6.61,41.73,,,,,,
AL 4.2T LYNX BS6 Front SPRING -6/L AMI,1226106,AMI,AL 4.2T LYNX BS6 Front SPRING -6/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,6/L,Front,ASHOK LEYLAND,OTHERS,MB321021,1140,830,0,0,0,1140,830,0,0,0,1,3,,5.43,34.25,,,,,,
AL 4.2T LYNX BS6 Front SPRING -7/L AMI,1226107,AMI,AL 4.2T LYNX BS6 Front SPRING -7/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,7/L,Front,ASHOK LEYLAND,OTHERS,MB321021,880,640,0,0,0,880,640,0,0,0,1,3,,4.18,26.38,,,,,,
AL 4.2T LYNX BS6 Front SPRING -8/L AMI,1226108,AMI,AL 4.2T LYNX BS6 Front SPRING -8/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,8/L,Front,ASHOK LEYLAND,OTHERS,MB321021,620,460,0,0,0,620,460,0,0,0,1,3,,2.99,18.9,,,,,,
AL 4.2T LYNX BS6 Front SPRING -9/L AMI,1226109,AMI,AL 4.2T LYNX BS6 Front SPRING -9/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,9/L,Front,ASHOK LEYLAND,OTHERS,MB321021,360,270,0,0,0,360,270,0,0,0,1,3,,1.74,11.02,,,,,,
AL 4.2T LYNX BS6 Front SPRING -BOTTOM PACKING PLATE-1 AMI,1226110,AMI,AL 4.2T LYNX BS6 Front SPRING -BOTTOM PACKING PLATE-1 AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,10/L,Front,ASHOK LEYLAND,OTHERS,MB321021,180,130,0,0,0,180,130,0,0,0,1,3,,0.87,5.51,,,,,,
AL 4.2T LYNX BS6 Front SPRING -BOTTOM PACKING PLATE-2 AMI,1226111,AMI,AL 4.2T LYNX BS6 Front SPRING -BOTTOM PACKING PLATE-2 AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,11/L,Front,ASHOK LEYLAND,OTHERS,MB321021,180,130,0,0,0,180,130,0,0,0,1,3,,0.87,5.51,,,,,,
AL 4.2T LYNX BS6 Front SPRING -BOTTOM PACKING PLATE-3 AMI,1226112,AMI,AL 4.2T LYNX BS6 Front SPRING -BOTTOM PACKING PLATE-3 AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,12/L,Front,ASHOK LEYLAND,OTHERS,MB321021,180,130,0,0,0,180,130,0,0,0,1,3,,0.87,5.51,,,,,,
AL 4.2T LYNX BS6 Front SPRING -BOTTOM PACKING PLATE-4 AMI,1226113,AMI,AL 4.2T LYNX BS6 Front SPRING -BOTTOM PACKING PLATE-4 AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,13/L,Front,ASHOK LEYLAND,OTHERS,MB321021,180,130,0,0,0,180,130,0,0,0,1,3,,0.87,5.51,,,,,,
AL 4.2T LYNX BS6 Front SPRING -BOTTOM PACKING PLATE-5 AMI,1226114,AMI,AL 4.2T LYNX BS6 Front SPRING -BOTTOM PACKING PLATE-5 AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,14/L,Front,ASHOK LEYLAND,OTHERS,MB321021,180,130,0,0,0,180,130,0,0,0,1,3,,0.87,5.51,,,,,,
AL 4.2T LYNX BS6 Front SPRING -2/L AMI,1226122,AMI,AL 4.2T LYNX BS6 Front SPRING -2/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,LOOSE LEAF,2WR,Front,ASHOK LEYLAND,OTHERS,MB321021,2350,1720,0,0,0,2350,1720,0,0,0,1,3,,11.36,71.65,,,,,,
AL 4.2T LYNX BS6 Front SPRING -AUXILLIARY-A AMI,1226131,AMI,AL 4.2T LYNX BS6 Front SPRING -AUXILLIARY-A AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,AUXILLIARY,LOOSE LEAF,AUX A,Front,ASHOK LEYLAND,OTHERS,MB321021,2210,1620,0,0,0,2210,1620,0,0,0,1,3,,12.24,57.87,,,,,,
AL 4.2T LYNX BS6 Front SPRING -AUXILLIARY-B AMI,1226132,AMI,AL 4.2T LYNX BS6 Front SPRING -AUXILLIARY-B AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,LCV,AUXILLIARY,LOOSE LEAF,AUX B,Front,ASHOK LEYLAND,OTHERS,MB321021,2170,1590,0,0,0,2170,1590,0,0,0,1,3,,11.32,53.54,,,,,,
AL MBP 19T NRS Rear SPRING -ASSEMBLY AMI,1227200,AMI,AL MBP 19T NRS Rear SPRING -ASSEMBLY AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,ASSEMBLY,LOOSE LEAF,ASSY.,Rear,ASHOK LEYLAND,OTHERS,MB334001,15740,11530,0,0,0,15740,11530,0,0,0,1,3,,76.45,0,,,,,,
AL MBP 19T NRS Rear SPRING -M/L AMI,1227201,AMI,AL MBP 19T NRS Rear SPRING -M/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Rear,ASHOK LEYLAND,OTHERS,MB334001,3580,2620,0,0,0,3580,2620,0,0,0,1,3,,15.03,63.46,,,,,,
AL MBP 19T NRS Rear SPRING -3/L AMI,1227203,AMI,AL MBP 19T NRS Rear SPRING -3/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,3/L,Rear,ASHOK LEYLAND,OTHERS,MB334001,1910,1400,0,0,0,1910,1400,0,0,0,1,3,,9.98,42.13,,,,,,
AL MBP 19T NRS Rear SPRING -4/L AMI,1227204,AMI,AL MBP 19T NRS Rear SPRING -4/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,4/L,Rear,ASHOK LEYLAND,OTHERS,MB334001,1680,1230,0,0,0,1680,1230,0,0,0,1,3,,8.76,37.01,,,,,,
AL MBP 19T NRS Rear SPRING -5/L AMI,1227205,AMI,AL MBP 19T NRS Rear SPRING -5/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,5/L,Rear,ASHOK LEYLAND,OTHERS,MB334001,1420,1040,0,0,0,1420,1040,0,0,0,1,3,,7.46,31.5,,,,,,
AL MBP 19T NRS Rear SPRING -6/L AMI,1227206,AMI,AL MBP 19T NRS Rear SPRING -6/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,6/L,Rear,ASHOK LEYLAND,OTHERS,MB334001,1180,870,0,0,0,1180,870,0,0,0,1,3,,6.15,25.98,,,,,,
AL MBP 19T NRS Rear SPRING -7/L AMI,1227207,AMI,AL MBP 19T NRS Rear SPRING -7/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,7/L,Rear,ASHOK LEYLAND,OTHERS,MB334001,860,630,0,0,0,860,630,0,0,0,1,3,,4.1,19.69,,,,,,
AL MBP 19T NRS Rear SPRING -8/L AMI,1227208,AMI,AL MBP 19T NRS Rear SPRING -8/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,8/L,Rear,ASHOK LEYLAND,OTHERS,MB334001,650,480,0,0,0,650,480,0,0,0,1,3,,3.11,14.96,,,,,,
AL MBP 19T NRS Rear SPRING -9/L AMI,1227209,AMI,AL MBP 19T NRS Rear SPRING -9/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,9/L,Rear,ASHOK LEYLAND,OTHERS,MB334001,440,320,0,0,0,440,320,0,0,0,1,3,,2.13,10.24,,,,,,
AL MBP 19T NRS Rear SPRING -BOTTOM PACKING PLATE-1 AMI,1227210,AMI,AL MBP 19T NRS Rear SPRING -BOTTOM PACKING PLATE-1 AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,10/L,Rear,ASHOK LEYLAND,OTHERS,MB334001,390,290,0,0,0,390,290,0,0,0,1,3,,1.88,9.06,,,,,,
AL MBP 19T NRS Rear SPRING -BOTTOM PACKING PLATE-2 AMI,1227211,AMI,AL MBP 19T NRS Rear SPRING -BOTTOM PACKING PLATE-2 AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,11/L,Rear,ASHOK LEYLAND,OTHERS,MB334001,390,290,0,0,0,390,290,0,0,0,1,3,,1.88,9.06,,,,,,
AL MBP 19T NRS Rear SPRING -2/L AMI,1227221,AMI,AL MBP 19T NRS Rear SPRING -2/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,1WR,Rear,ASHOK LEYLAND,OTHERS,MB334001,2580,1890,0,0,0,2580,1890,0,0,0,1,3,,13.61,57.48,,,,,,
AL MBP 19T NRS Rear SPRING -AUXILLIARY-A AMI,1227231,AMI,AL MBP 19T NRS Rear SPRING -AUXILLIARY-A AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX A,Rear,ASHOK LEYLAND,OTHERS,MB334001,2170,1590,0,0,0,2170,1590,0,0,0,1,3,,12.03,50.79,,,,,,
AL MBP 19T NRS Rear SPRING -AUXILLIARY-B AMI,1227232,AMI,AL MBP 19T NRS Rear SPRING -AUXILLIARY-B AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX B,Rear,ASHOK LEYLAND,OTHERS,MB334001,2110,1540,0,0,0,2110,1540,0,0,0,1,3,,11,46.46,,,,,,
AL MBP 22T NRS Rear SPRING -ASSEMBLY AMI,1228200,AMI,AL MBP 22T NRS Rear SPRING -ASSEMBLY AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,ASSEMBLY,LOOSE LEAF,ASSY.,Rear,ASHOK LEYLAND,OTHERS,MB334002,20390,14940,0,0,0,20390,14940,0,0,0,1,3,,88.57,0,,,,,,
AL MBP 22T NRS Rear SPRING -M/L AMI,1228201,AMI,AL MBP 22T NRS Rear SPRING -M/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Rear,ASHOK LEYLAND,OTHERS,MB334002,5850,4280,0,0,0,5850,4280,0,0,0,1,3,,14.92,62.99,,,,,,
AL MBP 22T NRS Rear SPRING -3/L AMI,1228203,AMI,AL MBP 22T NRS Rear SPRING -3/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,3/L,Rear,ASHOK LEYLAND,OTHERS,MB334002,2320,1700,0,0,0,2320,1700,0,0,0,1,3,,12.12,51.18,,,,,,
AL MBP 22T NRS Rear SPRING -4/L AMI,1228204,AMI,AL MBP 22T NRS Rear SPRING -4/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,4/L,Rear,ASHOK LEYLAND,OTHERS,MB334002,2320,1700,0,0,0,2320,1700,0,0,0,1,3,,12.12,51.18,,,,,,
AL MBP 22T NRS Rear SPRING -5/L AMI,1228205,AMI,AL MBP 22T NRS Rear SPRING -5/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,5/L,Rear,ASHOK LEYLAND,OTHERS,MB334002,1590,1170,0,0,0,1590,1170,0,0,0,1,3,,8.3,35.04,,,,,,
AL MBP 22T NRS Rear SPRING -6/L AMI,1228206,AMI,AL MBP 22T NRS Rear SPRING -6/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,6/L,Rear,ASHOK LEYLAND,OTHERS,MB334002,1520,1110,0,0,0,1520,1110,0,0,0,1,3,,7.92,33.46,,,,,,
AL MBP 22T NRS Rear SPRING -7/L AMI,1228207,AMI,AL MBP 22T NRS Rear SPRING -7/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,7/L,Rear,ASHOK LEYLAND,OTHERS,MB334002,1240,910,0,0,0,1240,910,0,0,0,1,3,,5.9,28.35,,,,,,
AL MBP 22T NRS Rear SPRING -8/L AMI,1228208,AMI,AL MBP 22T NRS Rear SPRING -8/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,8/L,Rear,ASHOK LEYLAND,OTHERS,MB334002,1000,730,0,0,0,1000,730,0,0,0,1,3,,4.76,22.83,,,,,,
AL MBP 22T NRS Rear SPRING -9/L AMI,1228209,AMI,AL MBP 22T NRS Rear SPRING -9/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,9/L,Rear,ASHOK LEYLAND,OTHERS,MB334002,740,540,0,0,0,740,540,0,0,0,1,3,,3.52,16.93,,,,,,
AL MBP 22T NRS Rear SPRING -10/L AMI,1228210,AMI,AL MBP 22T NRS Rear SPRING -10/L AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,10/L,Rear,ASHOK LEYLAND,OTHERS,MB334002,440,320,0,0,0,440,320,0,0,0,1,3,,2.13,10.24,,,,,,
AL MBP 22T NRS Rear SPRING -AUXILLIARY-A AMI,1228231,AMI,AL MBP 22T NRS Rear SPRING -AUXILLIARY-A AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX A,Rear,ASHOK LEYLAND,OTHERS,MB334002,2180,1600,0,0,0,2180,1600,0,0,0,1,3,,12.12,51.18,,,,,,
AL MBP 22T NRS Rear SPRING -AUXILLIARY-B AMI,1228232,AMI,AL MBP 22T NRS Rear SPRING -AUXILLIARY-B AMI,LEAF SPRING,BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,LOOSE LEAF,AUX B,Rear,ASHOK LEYLAND,OTHERS,MB334002,1950,1430,0,0,0,1950,1430,0,0,0,1,3,,10.26,43.31,,,,,,
AL MBP BSVI 10.6T SHA Rear SPRING -ASSEMBLY AMI,1229200,AMI,AL MBP BSVI 10.6T SHA Rear SPRING -ASSEMBLY AMI,LEAF SPRING,BS6 HYBRID Vehicles,CONVENTIONAL,HCV & MCV,ASSEMBLY,LOOSE LEAF,ASSY.,Rear,ASHOK LEYLAND,OTHERS,MB334013,29130,21350,0,0,0,29130,21350,0,0,0,1,3,,138.62,0,,,,,,
AL MBP BSVI 10.6T SHA Rear SPRING -M/L AMI,1229201,AMI,AL MBP BSVI 10.6T SHA Rear SPRING -M/L AMI,LEAF SPRING,BS6 HYBRID Vehicles,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,M/L,Rear,ASHOK LEYLAND,OTHERS,MB334013,3170,2320,0,0,0,3170,2320,0,0,0,1,3,,14.2,70.87,,,,,,
AL MBP BSVI 10.6T SHA Rear SPRING -3/L AMI,1229203,AMI,AL MBP BSVI 10.6T SHA Rear SPRING -3/L AMI,LEAF SPRING,BS6 HYBRID Vehicles,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,3/L,Rear,ASHOK LEYLAND,OTHERS,MB334013,2200,1610,0,0,0,2200,1610,0,0,0,1,3,,11.48,60,,,,,,
AL MBP BSVI 10.6T SHA Rear SPRING -4/L AMI,1229204,AMI,AL MBP BSVI 10.6T SHA Rear SPRING -4/L AMI,LEAF SPRING,BS6 HYBRID Vehicles,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,4/L,Rear,ASHOK LEYLAND,OTHERS,MB334013,1880,1380,0,0,0,1880,1380,0,0,0,1,3,,9.87,51.57,,,,,,
AL MBP BSVI 10.6T SHA Rear SPRING -5/L AMI,1229205,AMI,AL MBP BSVI 10.6T SHA Rear SPRING -5/L AMI,LEAF SPRING,BS6 HYBRID Vehicles,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,5/L,Rear,ASHOK LEYLAND,OTHERS,MB334013,1730,1270,0,0,0,1730,1270,0,0,0,1,3,,9.04,47.24,,,,,,
AL MBP BSVI 10.6T SHA Rear SPRING -6/L AMI,1229206,AMI,AL MBP BSVI 10.6T SHA Rear SPRING -6/L AMI,LEAF SPRING,BS6 HYBRID Vehicles,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,6/L,Rear,ASHOK LEYLAND,OTHERS,MB334013,1560,1140,0,0,0,1560,1140,0,0,0,1,3,,8.13,42.52,,,,,,
AL MBP BSVI 10.6T SHA Rear SPRING -7/L AMI,1229207,AMI,AL MBP BSVI 10.6T SHA Rear SPRING -7/L AMI,LEAF SPRING,BS6 HYBRID Vehicles,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,7/L,Rear,ASHOK LEYLAND,OTHERS,MB334013,1360,1000,0,0,0,1360,1000,0,0,0,1,3,,7.15,37.4,,,,,,
AL MBP BSVI 10.6T SHA Rear SPRING -8/L AMI,1229208,AMI,AL MBP BSVI 10.6T SHA Rear SPRING -8/L AMI,LEAF SPRING,BS6 HYBRID Vehicles,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,8/L,Rear,ASHOK LEYLAND,OTHERS,MB334013,1200,880,0,0,0,1200,880,0,0,0,1,3,,6.25,32.68,,,,,,
AL MBP BSVI 10.6T SHA Rear SPRING -9/L AMI,1229209,AMI,AL MBP BSVI 10.6T SHA Rear SPRING -9/L AMI,LEAF SPRING,BS6 HYBRID Vehicles,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,9/L,Rear,ASHOK LEYLAND,OTHERS,MB334013,1110,810,0,0,0,1110,810,0,0,0,1,3,,5.27,27.56,,,,,,
AL MBP BSVI 10.6T SHA Rear SPRING -10/L AMI,1229210,AMI,AL MBP BSVI 10.6T SHA Rear SPRING -10/L AMI,LEAF SPRING,BS6 HYBRID Vehicles,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,10/L,Rear,ASHOK LEYLAND,OTHERS,MB334013,880,640,0,0,0,880,640,0,0,0,1,3,,4.21,22.05,,,,,,
AL MBP BSVI 10.6T SHA Rear SPRING -11/L AMI,1229211,AMI,AL MBP BSVI 10.6T SHA Rear SPRING -11/L AMI,LEAF SPRING,BS6 HYBRID Vehicles,CONVENTIONAL,HCV & MCV,LOOSE LEAF,LOOSE LEAF,11/L,Rear,ASHOK LEYLAND,OTHERS,MB334013,670,490,0,0,0,670,490,0,0,0,1,3,,3.16,16.54,,,,,,
